Texto,Etiqueta
"En la entrada a una discoteca, al mencionar que soy de Honduras, me dijeron que preferían a alguien 'local'.",1
"En la entrada a una discoteca, al mencionar que soy de Marruecos, asumieron que no conocía las normas básicas.",1
"En la entrada a una discoteca, al mencionar que soy de Marruecos, hicieron bromas relacionadas con estereotipos de mi país.",1
"En la entrada a una discoteca, al mencionar que soy de Nigeria, cambiaron su actitud cuando mencioné mi país de origen.",1
"En la entrada a una discoteca, al mencionar que soy de Polonia, me hablaron más lento y con condescendencia.",1
"En la entrevista de trabajo, al mencionar que soy de Chile, noté miradas constantes y desconfianza.",1
"En la entrevista de trabajo, al mencionar que soy de Marruecos, me dijeron que no alquilaban a gente extranjera.",1
"En la entrevista de trabajo, al mencionar que soy de República Dominicana, me pidieron documentos adicionales que a los demás no.",1
"En la entrevista de trabajo, al mencionar que soy de Ucrania, cambiaron su actitud cuando mencioné mi país de origen.",1
"En la entrevista de trabajo, todo fue cordial hasta que mencioné que venía de Venezuela; a partir de ahí, noté un cambio de actitud inmediato.",1
"En la escuela de mis hijos, hubo una reunión de padres para organizar la fiesta de fin de curso. Me ofrecí para coordinar la decoración y traer algunos platos típicos de nuestra cultura para compartir con los demás. Al principio, parecía que nadie tenía problema, pero después una madre, en tono de aparente preocupación, dijo: 'Está bien que te encargues de algo, pero no queremos que la decoración sea demasiado... gitana. Ya sabes, algo recargada o fuera de lugar'.",1
"En la escuela de mis hijos, hubo una reunión de padres para organizar la fiesta de fin de curso. Me ofrecí para coordinar la decoración y traer algunos platos típicos de nuestra cultura para compartir con los demás. Al principio, parecía que nadie tenía problema, pero después una madre, en tono de aparente preocupación, dijo: 'Lo importante es que todo quede sencillo y adecuado para todos, no hace falta que traigas cosas demasiado exóticas'. Aunque continuamos planeando, con comentarios como 'deberíamos supervisar todo para asegurarnos de que sea equilibrado', el ambiente cambió por completo. Incluso llegaron a decir que los bailes que suelen hacer los gitanos, aunque son muy bonitos, a veces pueden 'ser un poco ruidosos'.",1
"En la oficina de empleo, al mencionar que soy de Bolivia, me dijeron que no alquilaban a gente extranjera.",1
"En la oficina de empleo, al mencionar que soy de China, cambiaron su actitud cuando mencioné mi país de origen.",1
"En la oficina de empleo, al mencionar que soy de Honduras, me pidieron documentos adicionales que a los demás no.",1
"En la oficina de empleo, al mencionar que soy de India, me dijeron que preferían a alguien 'local'.",1
"En la oficina, durante un descanso, mencioné que me había mudado recientemente a una nueva casa. Un compañero de trabajo, con tono curioso, me preguntó: '¿Y los vecinos qué tal? Seguro se sorprendieron al ver que una familia gitana llegaba al barrio'. Antes de que pudiera responder, otro comentó: 'Bueno, mientras no montéis jaleo con las fiestas, seguro que todo va bien'.",1
"En la oficina, mi jefe me dijo: 'Sabes que te aprecio, pero los clientes prefieren tratar con hombres para estos temas serios. Es algo biológico, supongo'.",1
"En lugar de juzgar, debemos tratar de entender la historia de los demás.",2
"En mi primera  reunión de trabajo como becaria en la empresa, un compañero soltó en voz alta: ‘Oye, cuando te contrataron, ¿fue por tus habilidades o porque el jefe tenía una cuota que cumplir? Porque vaya nivel…",1
En muchos casos se observa que algunas culturas tienen más dificultades para integrarse.,2
En muchos casos se observa que algunas minorías se victimizan demasiado.,2
En muchos casos se observa que algunas religiones imponen demasiadas restricciones sin sentido.,2
"En muchos casos se observa que algunos refugiados vienen a trabajar, pero otros solo buscan ayudas.",2
En muchos casos se observa que antes no había tantos problemas con la inmigración.,2
En muchos casos se observa que el feminismo actual a veces parece más agresivo que necesario.,2
En muchos casos se observa que las mujeres tienden a ser más emocionales que los hombres.,2
En muchos casos se observa que los jóvenes de hoy en día no respetan nada.,2
En muchos casos se observa que no entiendo por qué hay tantas identidades de género ahora.,2
En muchos casos se observa que parece que ser heterosexual ahora es algo malo.,2
En muchos casos se observa que si vienen a nuestro país deberían respetar nuestras costumbres.,2
En otros tiempos se decía que algunas culturas tienen más dificultades para integrarse.,2
En otros tiempos se decía que algunas minorías se victimizan demasiado.,2
En otros tiempos se decía que algunas religiones imponen demasiadas restricciones sin sentido.,2
En otros tiempos se decía que antes no había tantos problemas con la inmigración.,2
En otros tiempos se decía que el feminismo actual a veces parece más agresivo que necesario.,2
En otros tiempos se decía que las mujeres tienden a ser más emocionales que los hombres.,2
En otros tiempos se decía que los jóvenes de hoy en día no respetan nada.,2
En otros tiempos se decía que no entiendo por qué hay tantas identidades de género ahora.,2
En otros tiempos se decía que parece que ser heterosexual ahora es algo malo.,2
En otros tiempos se decía que si vienen a nuestro país deberían respetar nuestras costumbres.,2
"En un almuerzo en el trabajo, mientras todos hablábamos de nuestras preferencias de comida, mencioné que me gustaba cocinar platos japoneses. Alguien comentó: 'Debe ser fácil para ti, porque los japoneses siempre comen pescado crudo y arroz, ¿no?'.",1
"En un café, un desconocido comentó al escuchar mi voz: 'Se nota que algo no encaja, ya decía yo que sonabas raro'.",1
"En un evento comunitario, mientras hablábamos de nuestras raíces culturales, mencioné mi origen norcoreano. Alguien comentó: 'Debe ser raro venir de un lugar tan cerrado al mundo, seguro que no sabías nada de lo que pasaba fuera'. Otro añadió: '¿Cómo es que lograste salir? Pensé que era imposible'.",1
"En un evento cultural, alguien comentó: 'Es increíble que hables tan bien el idioma, porque normalmente los indios tienen acento'.",1
"En un evento deportivo, mientras animábamos a nuestro equipo, alguien mencionó que Japón es conocido por ser muy competitivo. Otro comentó: 'Claro, porque en Japón deben entrenar desde que son niños y nunca se detienen, seguro que allí no saben lo que es divertirse'.",1
"En un evento escolar, propuse hablar sobre la historia de Filipinas y el impacto del colonialismo español. Un compañero comentó: 'Eso suena interesante, pero seguro que es porque no tenían mucha cultura propia antes de que llegaran los colonizadores'.",1
"En un grupo de amigos, al compartir mis experiencias como mujer trans, alguien dijo: 'Bueno, al menos ahora tienes más libertad que los hombres. Seguro te aprovechas de eso'.",1
"En un restaurante chino, mientras esperábamos el pedido, uno de los comensales en la mesa dijo en voz alta: 'Espero que no sirvan nada raro aquí, ya sabes, como gatos o perros, porque he oído que en China comen esas cosas'.",1
"En un restaurante me asignaron la peor mesa, junto a la puerta y lejos del resto de comensales, pese a haber muchas otras vacías.",1
"En un supermercado, la cajera revisó varias veces mi billete, como si sospechara que era falso, y luego pidió a otro que lo validara.",1
"En una actividad vecinal, al mencionar que soy de Ecuador, cambiaron su actitud cuando mencioné mi país de origen.",1
"En una actividad vecinal, al mencionar que soy de Perú, me dijeron que preferían a alguien 'local'.",1
"En una boda, alguien me dijo: 'Qué bien que te acepten aquí, antes estas cosas no se veían'.",1
"En una cafetería, el camarero me entregó la cuenta diciendo: 'Espero que no estés regateando, como hacen siempre los chinos'.",1
"En una cafetería, estaba esperando mi pedido cuando un grupo en la mesa de al lado comenzó a hablar sobre China. Uno de ellos, al notar mi presencia, dijo en voz alta: 'Seguro que ella puede confirmar esto, porque todos los chinos saben mucho sobre manufactura y fábricas'.",1
"En una cafetería, mencioné que había vivido en una ciudad moderna de Tailandia. Alguien comentó: 'Eso debe ser algo nuevo, porque siempre se escucha que Tailandia es rural y lleno de junglas'.",1
"En una cafetería, mientras esperaba mi pedido, un desconocido se acercó y dijo: '¿Eres de China, verdad? Seguro que sabes hacer cálculos rápidos, porque todos los chinos son buenos en matemáticas'.",1
"En una cafetería, mientras hablaba con mi pareja, un desconocido se acercó y nos dijo: 'A las mujeres os va mejor sin hombres, ¿no?'.",1
"En una cafetería, mientras hablábamos de trabajos en el extranjero, alguien comentó: 'Es impresionante cómo los filipinos siempre están dispuestos a trabajar en lo que sea para salir adelante. Seguro que no tienen muchas opciones en su país'.",1
"En una cafetería, mientras pagaba, el camarero me miró y dijo: 'Pensé que ibas a pedir algo más barato, porque los gitanos siempre buscan ahorrar'.",1
"En una cena con amigos de amigos, alguien comentó: 'Claro, ustedes los latinos siempre tienen esa alegría natural, aunque no tengan nada'.",1
"En una cena con amigos, alguien mencionó que había trabajado con personas filipinas en el extranjero. De inmediato comentó: 'Ellos siempre trabajan como niñeras o cuidadores, ¿no? Es como su especialidad'. Otro añadió: 'Sí, y siempre son muy serviciales, seguro que tienen esa cultura de obediencia'.",1
"En una cena con amigos, alguien mencionó que Japón es conocido por su cultura del trabajo. Otro comentó: 'Sí, pero los japoneses trabajan tanto que seguro ni disfrutan de su vida. Todo debe ser muy rígido y aburrido'.",1
"En una cena con amigos, alguien mencionó que Vietnam era un país interesante para viajar, pero comentó: 'Aunque seguro todo está lleno de mercados caóticos y gente tratando de vender cosas baratas'.",1
"En una cena con amigos, alguien mencionó: 'Seguro tú y tu pareja podéis adoptar, aunque no sé si los niños necesitan un modelo masculino'.",1
"En una cena con amigos, mencioné que en Japón se valoran mucho las tradiciones familiares. Alguien comentó: 'Ah, entonces seguro que tienes que seguir todas las reglas de tus padres, porque los japoneses siempre son súper estrictos con la familia'.",1
"En una cena con amigos, mientras hablábamos de política, alguien dijo: 'Es raro que te interese este tema, normalmente las mujeres no se meten en estas cosas'.",1
"En una cena con amigos, mientras hablábamos de series de televisión, mencioné que crecí en Corea del Sur. Uno de los asistentes dijo: 'Ah, entonces seguro que te sabes todas las coreografías de K-pop, porque todos los coreanos están obsesionados con eso'. Otro añadió: 'Sí, y seguro que tu vida diaria parece un drama coreano'. ",1
"En una cena familiar, mientras hablábamos de planes de futuro, un pariente dijo: 'Bueno, al menos tú no tienes que preocuparte por hijos, eso es cosa de parejas normales'.",1
"En una charla sobre derechos indígenas, alguien comentó: 'Pero ya se les ha dado suficiente reconocimiento, ¿no? Seguro que solo quieren más tierra para que nadie la use'.",1
"En una charla sobre derechos indígenas, alguien comentó: 'tienen mucha tierra que no usan, deberían dejar que otros la aprovechen'.",1
"En una charla sobre derechos indígenas, alguien comentó: 'Ya se les ha dado suficiente reconocimiento, ¿no? Seguro que solo están pidiendo más cosas para no tener que trabajar como los demás'.",1
"En una clase de antropología, alguien comentó: 'Los maoríes parecen estar aferrados a sus tradiciones y no parecen aportar algo relevante al mundo moderno'.",1
"En una clase de antropología, un compañero dijo: 'Bueno, la espiritualidad de los nativos americanos es solo un montón de historias sobre naturaleza, ¿no?'. Otro añadió: 'Sí, parece como algo muy antiguo que no tiene relevancia hoy en día'.",1
"En una clase de antropología, un compañero dijo: 'Bueno, pero los aborígenes australianos no crearon ninguna arquitectura avanzada como las pirámides o templos famosos, así que no dejaron mucho impacto'.",1
"En una clase de arquitectura, alguien comentó: 'Egipto seguro no ha construido nada nuevo y relevante en años, porque todo sigue siendo sobre las pirámides y monumentos antiguos'.",1
"En una clase de arte, alguien comentó: 'La cultura mexicana parece que siempre está centrada en cosas antiguas como los aztecas o los mayas, ¿no? No parece que haya mucha creatividad moderna'.",1
"En una clase de arte, mencioné algunos estilos tradicionales vietnamitas. Un compañero comentó: '¿Y no es todo parecido a las cosas de otros países asiáticos? Seguro no tienen algo que sea único'.",1
"En una clase de arte, mencioné algunos estilos tradicionales vietnamitas. Un compañero comentó: 'Eso debe ser muy rústico y sencillo, porque en Vietnam seguro que no tienen tantos materiales para hacer cosas elaboradas'.",1
"En una clase de arte, mencioné los diseños maoríes y su influencia global. Un compañero comentó: 'Pero esos diseños son siempre lo mismo, ¿no? Patrones repetitivos que no evolucionan mucho'.",1
"En una clase de arte, mientras preparaba una presentación sobre ukiyo-e, alguien comentó: 'Es típico que elijas algo japonés, seguro que ya lo tenías en tus genes'. Otro compañero añadió: 'Y seguro que también sabes dibujar anime perfectamente, porque todos los japoneses son buenos con esas cosas'.",1
"En una clase de ciencias políticas, mientras se discutía sobre regímenes autoritarios, un compañero me preguntó: '¿Cómo hacéis para sobrevivir en Corea del Norte? Seguro que todo es muy difícil allí'.",1
"En una clase de cine, alguien comentó sobre películas relacionadas con los nativos americanos diciendo: 'parece que no tienen nada moderno para mostrar'.",1
"En una clase de cine, alguien comentó sobre películas relacionadas con los nativos americanos diciendo: 'Siempre son historias de personas viviendo en reservas y luchando por cosas del pasado, ¿no?'.",1
"En una clase de cocina, mencioné que la gastronomía tailandesa tiene una variedad de sabores equilibrados. Alguien comentó: 'seguro que todo lo cocinan en la calle, porque parece que la comida tailandesa siempre viene de puestos ambulantes'.",1
"En una clase de cocina, mencioné que la gastronomía tailandesa tiene una variedad de sabores equilibrados. Alguien comentó: 'Seguro que todo sabe igual, picante y con coco, porque en Tailandia no tienen muchas opciones'.",1
"En una clase de cocina, mientras preparábamos kimchi, el instructor me señaló y dijo: 'Seguro que tú ya sabes cómo hacerlo perfectamente, porque eres coreano'.",1
"En una clase de cocina, mientras preparábamos sushi, el instructor me señaló y dijo: 'seguro que hasta lo aprendiste en la escuela'.",1
"En una clase de cultura global, mientras hablábamos de tradiciones gastronómicas, un estudiante comentó: 'Bueno, pero en China seguro no tienen problema en comer cualquier cosa, ¿verdad? Siempre se dice que incluso comen gatos y perros'.",1
"En una clase de cultura, alguien comentó: 'La música marroquí solo debe ser tambores y flautas, ¿no? Seguro no tienen estilos modernos'.",1
"En una clase de cultura, mientras discutíamos sobre las comunidades indígenas, alguien comentó: 'Seguro que los aborígenes solo tienen rituales antiguos que ya no son relevantes en el mundo moderno'.",1
"En una clase de cultura, mientras discutíamos sobre las comunidades indígenas, alguien comentó: 'Seguro que no hacen nada más que vivir en comunidades apartadas sin conexión al resto del país'.",1
"En una clase de danza, mientras hablábamos de tradiciones culturales, mencioné la danza del bambú filipina, el Tinikling. Alguien comentó: 'Ah, eso suena divertido, pero seguro que es porque en Filipinas no tienen muchas otras formas de entretenimiento'.",1
"En una clase de danza, mientras hablábamos de tradiciones culturales, mencioné la danza del bambú filipina, el Tinikling. Alguien comentó: 'Ah, eso suena divertido, pero seguro que es porque en Filipinas no tienen muchas otras formas de entretenimiento'.",1
"En una clase de economía, alguien comentó: 'Argentina siempre parece estar en crisis, porque no parece que hayan logrado estabilidad económica'.",1
"En una clase de economía, alguien comentó: 'Chile solo parece exportar cobre, seguro no tienen una industria muy diversificada'.",1
"En una clase de economía, alguien comentó: 'Egipto seguro no tiene industrias avanzadas porque parece más un país centrado en turismo'. Otro añadió: 'Sí, porque todo parece girar alrededor del Nilo y las pirámides, no de tecnología'.",1
"En una clase de economía, alguien comentó: 'Los maoríes seguro no tienen industrias propias porque están más enfocados en preservar sus tradiciones antiguas'.",1
"En una clase de economía, alguien dijo: 'Argentina siempre parece estar en crisis, seguro nunca han logrado estabilidad'. Otro añadió: 'Sí, porque siempre parece que están luchando con los mismos problemas'.",1
"En una clase de economía, mencioné el crecimiento del sector tecnológico en Marruecos. Alguien comentó: '¿De verdad tienen tecnología avanzada? Pensé que solo se enfocaban en cosas como artesanía y agricultura'.",1
"En una clase de economía, mencioné que Tailandia tiene una industria en crecimiento. Un compañero comentó: 'Eso debe ser solo con cosas relacionadas al turismo, porque en Tailandia no hay industrias avanzadas'.",1
"En una clase de economía, mencioné que Tailandia tiene una industria en crecimiento. Un compañero comentó: 'Seguro que todo lo demás sigue siendo agricultura y pesca, porque eso es lo que siempre hacen allí'.",1
"En una clase de economía, mencioné que Vietnam tiene una industria textil en crecimiento. Un compañero comentó: 'Bueno, pero eso es porque ahí todo es barato y los trabajadores no tienen muchas opciones, ¿no?'. ",1
"En una clase de gastronomía, alguien mencionó: 'La comida mexicana solo debe ser tacos y enchiladas, porque no parece que tengan mucha variedad'.",1
"En una clase de geografía, al hablar de Marruecos, alguien comentó: 'Es solo un país en el norte de África, ¿no? Seguro que está lleno de pobreza'.",1
"En una clase de geografía, al hablar sobre Vietnam, un compañero comentó: 'Bueno, todos sabemos que Vietnam es solo jungla y gente en bicicletas, ¿no? Seguro que no hay mucho desarrollo allá'.",1
"En una clase de geografía, al hablar sobre Vietnam, un compañero comentó: 'Seguro que todo el mundo sigue viviendo como en el pasado'.",1
"En una clase de geografía, alguien comentó sobre las tierras tradicionales de los aborígenes australianos diciendo: 'Esos lugares no son muy útiles, ¿no? Seguro que por eso no les importa cuando los usan para otras cosas'",1
"En una clase de geografía, alguien comentó: 'Argentina solo tiene pampas y montañas, ¿no? Seguro no hay mucho más interesante'.",1
"En una clase de geografía, alguien comentó: 'Colombia solo tiene selvas y montañas, seguro que no hay mucha variedad en el paisaje'. Otro añadió: 'Y parece que todo allá está lleno de conflictos, no creo que sea un lugar seguro'.",1
"En una clase de geografía, alguien comentó: 'Colombia solo tiene selvas y playas, ¿no? Seguro no hay mucho más que ver'. Otro añadió: 'Y parece que todo está lleno de problemas, no creo que sea un lugar muy desarrollado'.",1
"En una clase de geografía, alguien comentó: 'Egipto solo tiene desierto y el río Nilo, ¿no? Seguro que no hay mucha variedad'. Otro añadió: 'Sí, porque fuera de eso no parece que haya mucho más que ver'.",1
"En una clase de geografía, alguien comentó: 'Las reservas indígenas son solo lugares apartados sin mucho valor, ¿no? Seguro que están llenas de naturaleza pero nada más'",1
"En una clase de geografía, alguien comentó: 'México solo parece tener playas y desiertos, no creo que haya mucho más'. Otro añadió: 'Sí, fuera de Cancún y la Riviera Maya, no parece haber nada turístico'.",1
"En una clase de geografía, alguien comentó: 'México solo tiene playas y desierto, ¿no? Seguro que no hay mucha variedad en el paisaje'. Otro añadió: 'Sí, parece que fuera de Cancún no hay mucho más que ver'.",1
"En una clase de geografía, mientras discutíamos sobre Asia, el profesor mencionó a Filipinas. Un compañero comentó: 'Ah, ese es el lugar de las playas bonitas, pero no tienen muchas oportunidades, ¿verdad?'.",1
"En una clase de geografía, mientras discutíamos sobre Corea del Norte, un compañero me preguntó: '¿Conoces a alguien que haya escapado? Porque seguro que todos están desesperados por salir de ahí'. Otro añadió: 'Debe ser difícil vivir con tantas restricciones, aunque seguro que están acostumbrados a eso'.",1
"En una clase de geografía, mientras discutíamos sobre los países del sudeste asiático, alguien comentó: 'Debe estar lleno de turistas, porque los tailandeses siempre están tratando de atraer gente extranjera'.",1
"En una clase de geografía, mientras discutíamos sobre los países del sudeste asiático, alguien comentó: 'Tailandia es solo playas y templos, ¿no? Seguro no hay mucho más que ver'.",1
"En una clase de historia, alguien comentó: 'Chile seguro solo tiene relevancia por su dictadura reciente, porque no parece tener una historia rica'. Otro añadió: 'Sí, parece que todo lo importante está relacionado con conflictos'",1
"En una clase de historia, alguien comentó: 'Colombia no parece tener una historia importante, solo debe ser cosas relacionadas con conflictos y problemas'. Otro añadió: 'Sí, porque siempre se escucha sobre violencia allá'.",1
"En una clase de historia, alguien comentó: 'Es raro que los maoríes no tengan grandes construcciones históricas, parece que su legado es más simple'. Otro añadió: 'Sí, parece que se enfocaron más en tradiciones que en dejar un impacto material significativo'.",1
"En una clase de historia, alguien comentó: 'Latinoamérica solo tiene historia relacionada con colonización y conflictos, no parece que haya aportado mucho al mundo'.",1
"En una clase de historia, alguien comentó: 'Marruecos solo es conocido por su pasado y tradiciones, pero seguro no tiene mucha importancia en el mundo moderno'.",1
"En una clase de historia, alguien comentó: 'México solo parece relevante por su pasado con los aztecas y los mayas, pero seguro no tienen una historia moderna interesante'.",1
"En una clase de historia, el profesor mencionó Japón como un ejemplo de economía global. Un compañero comentó: 'Bueno, pero los japoneses solo piensan en trabajar y hacer dinero, nunca deben divertirse como nosotros'.",1
"En una clase de historia, el profesor mencionó la influencia de China en el comercio global. Un compañero comentó: 'Bueno, pero los chinos siempre han sido buenos copiando cosas, ¿no? Por eso tienen tanto éxito'. Otro añadió: 'Sí, además, todo lo que hacen es barato y de mala calidad'.",1
"En una clase de historia, mencioné el impacto cultural de Tailandia en la región. Alguien comentó: 'Pero Tailandia solo es conocida por el turismo y cosas como el Muay Thai, ¿no? Seguro no tienen mucha influencia fuera de eso'.",1
"En una clase de historia, mencioné la participación de Filipinas en la Segunda Guerra Mundial. Un compañero comentó: 'Es raro pensar que participaron en algo tan grande, porque Filipinas siempre ha sido como un país pequeño y dependiente'.",1
"En una clase de historia, mencioné la participación de Filipinas en la Segunda Guerra Mundial. Un compañero comentó: 'Seguro que ni tuvieron mucha importancia, solo estaban ahí porque los colonizadores les dijeron qué hacer'.",1
"En una clase de historia, mientras discutíamos la colonización, un compañero comentó: 'Es raro que los maoríes sigan manteniendo sus tradiciones después de tanto tiempo, seguro que no son relevantes hoy en día'.",1
"En una clase de historia, mientras discutíamos la división de las Coreas, alguien comentó: 'Debe ser raro venir de un lugar tan cerrado como Corea del Norte, seguro que no sabían nada del mundo exterior'.",1
"En una clase de historia, mientras discutíamos la Guerra de Vietnam, un compañero comentó: 'Seguro que ni tienen mucha cultura propia, porque todo parece centrado en sobrevivir después de eso'.",1
"En una clase de historia, mientras discutíamos la Guerra de Vietnam, un compañero comentó: 'Seguro que todo el país aún está lleno de ruinas y pobreza por culpa de esa guerra'.",1
"En una clase de historia, mientras discutíamos sobre civilizaciones antiguas, alguien comentó: 'Bueno, los egipcios de hoy no tienen nada que ver con los logros de los faraones, ¿no? Seguro que no han mantenido nada de esa grandeza'.",1
"En una clase de historia, mientras hablábamos de los aborígenes australianos, un compañero comentó: 'Pero ellos solo tienen leyendas y pinturas en cuevas, ¿no? Seguro que no tenían una civilización avanzada como en otros lugares'.",1
"En una clase de historia, mientras hablábamos de los pueblos indígenas de América, un compañero comentó: 'Bueno, ellos solo vivían en tipis cazando bisontes, ¿no? Seguro no eran tan avanzados como otras civilizaciones antiguas'.",1
"En una clase de historia, mientras hablábamos sobre Marruecos, alguien comentó: 'Es solo un país lleno de mercados y desiertos, ¿no? Seguro no hay mucho más que ver'.",1
"En una clase de historia, un compañero comentó: 'Los maoríes no tenían grandes construcciones como otras culturas antiguas, así que no parecen haber dejado un impacto importante'. Otro añadió: 'Sí, parece que su cultura estaba más enfocada en cosas pequeñas como rituales y leyendas'",1
"En una clase de historia, un compañero comentó: 'Los nativos americanos no tenían estructuras como castillos o pirámides, así que no dejaron grandes huellas materiales'. Otro añadió: 'Sí, parece que vivieron en comunidades pequeñas y sin mucha innovación'.",1
"En una clase de idiomas, alguien comentó: 'Es raro que aprendas otro idioma, los moros siempre prefieren el suyo'.",1
"En una clase de idiomas, la profesora me usó como ejemplo de cómo no se debe pronunciar una palabra, sin previo aviso.",1
"En una clase de idiomas, mencioné que la lengua vietnamita tiene tonos que la hacen única. Un compañero comentó: 'Eso debe sonar raro, como si siempre estuvieran cantando'. Otro añadió: 'Sí, y seguro que no es muy práctico, porque deben ser difíciles de aprender para los extranjeros'.",1
"En una clase de literatura, mencioné algunos autores filipinos que han escrito sobre la cultura de mi país. Alguien comentó: '¿De verdad hay escritores famosos en Filipinas? Pensé que solo había historias sobre pobreza y luchas sociales'.",1
"En una clase de literatura, mencioné la poesía escrita por autores nativos americanos. Un compañero comentó: '¿De verdad tienen poesía? Pensé que solo contaban historias sobre animales o naturaleza'.",1
"En una clase de literatura, mencioné las historias orales y la narrativa de los nativos americanos. Un compañero comentó: 'Eso suena interesante, pero seguro son historias simples sobre animales o naturaleza'.",1
"En una clase de literatura, mencioné las historias orales y la narrativa de los nativos americanos. Un compañero comentó: 'no creo que tengan una estructura compleja como las historias occidentales'.",1
"En una clase de literatura, mencioné los escritos de autores marroquíes. Un compañero comentó: '¿De verdad hay literatura relevante en Marruecos? Pensé que solo eran historias sobre desiertos y mercados'.",1
"En una clase de música, alguien comentó: 'La música egipcia solo debe ser sobre instrumentos antiguos y cantos tradicionales, ¿no? Seguro no tienen estilos modernos'.",1
"En una clase de sociología, alguien comentó: 'Bueno, los nativos americanos solo tienen sus reservas y no hacen mucho para integrarse en la sociedad'. Otro añadió: 'Seguro que prefieren quedarse aislados porque no quieren adaptarse al mundo moderno'.",1
"En una clase de sociología, alguien comentó: 'Es curioso que los maoríes aún reclamen tierras, porque parece que solo las quieren por tradición, no porque las usen realmente'.",1
"En una clase de sociología, mientras discutíamos sobre la representación indígena en los medios, un compañero comentó: 'Es que no hay muchas historias que contar sobre los aborígenes, porque sus vidas no son tan interesantes'",1
"En una clase de turismo, mencioné la importancia cultural de los festivales tailandeses. Un compañero comentó: 'Ah, seguro que todo es gente bailando y lanzando flores al agua, porque en Tailandia todo parece sobre rituales simples'.",1
"En una clase de turismo, mencioné la importancia cultural de los festivales tailandeses. Un compañero comentó: 'seguro que todo el mundo va vestido igual, con trajes tradicionales, porque no deben tener mucha variedad'.",1
"En una clase sobre derechos indígenas, alguien dijo: 'Es extraño que sigan reclamando tierras porque no parecen usarlas para nada importante'. Otro comentó: 'Además, ya deberían estar satisfechos con lo que tienen'.",1
"En una clase sobre historia del arte, mencioné la influencia del diseño y la creatividad de las culturas nativas americanas en el arte contemporáneo. Un compañero comentó: 'Eso debe ser solo cosas de cerámica o mantas con patrones antiguos, ¿no? Seguro no tienen nada realmente innovador'.",1
"En una clase universitaria, al hablar de diversidad cultural, alguien comentó: 'Bueno, pero los gitanos siempre prefieren estar entre ellos, ¿no?'.",1
"En una clase universitaria, al hablar de la historia de España, alguien comentó: 'Bueno, pero los gitanos siempre han estado en los márgenes, es su forma de vivir'.",1
"En una clase universitaria, al hablar de sexualidad, alguien comentó: 'La gente que dice ser asexual solo quiere llamar la atención'.",1
"En una clase universitaria, al participar en un debate, alguien dijo: 'Es sorprendente que un indio tenga tan buenas ideas'.",1
"En una conversación casual, al mencionar que soy bisexual, alguien comentó: 'Eso es solo una fase, seguro que al final te decides por un lado'.",1
"En una conversación casual, alguien comentó: '¿Por qué no tienes el típico punto en la frente? Pensé que todos los indios lo llevaban'.",1
"En una conversación casual, alguien comentó: 'Es raro que seas gitano y no tengas una familia numerosa'.",1
"En una conversación casual, alguien comentó: 'Es raro que seas lesbiana, porque no pareces una de esas mujeres masculinas'.",1
"En una conversación casual, alguien me comentó: 'Pues no pareces gay, qué raro'.",1
"En una conversación casual, alguien me dijo: 'Es raro que seas ingeniera, normalmente las mujeres prefieren trabajos más fáciles'.",1
"En una conversación casual, alguien me dijo: 'Tú pareces muy normal, no como otros gays que son demasiado extravagantes'.",1
"En una conversación grupal en la universidad, alguien hizo un chiste sobre mi país de origen, y todos rieron sin darse cuenta de lo incómodo que fue.",1
"En una conversación sobre agricultura, mencioné que Vietnam es uno de los principales exportadores de arroz. Un compañero comentó: 'Claro, eso es porque en Vietnam solo hay arrozales por todos lados, ¿no?'.",1
"En una conversación sobre arquitectura, mencioné los hermosos diseños de los palacios y mezquitas marroquíes. Alguien comentó: 'Pero todo eso parece algo del pasado, seguro que ahora no tienen nada moderno'.",1
"En una conversación sobre arquitectura, mencioné los logros modernos en ciudades egipcias como El Cairo. Alguien comentó: '¿De verdad tienen arquitectura moderna? Pensé que todo era sobre pirámides y cosas antiguas'.",1
"En una conversación sobre arte contemporáneo, mencioné cómo algunos artistas indígenas australianos están ganando reconocimiento global. Alguien comentó: 'Pero eso no puede ser tan relevante como el arte europeo, ¿no? Seguro son cosas muy básicas como las que hacían en las cuevas'.",1
"En una conversación sobre arte, mencioné las increíbles pinturas de puntos y símbolos de los aborígenes australianos. Alguien comentó: 'Eso parece algo que cualquiera podría hacer, ¿no? Son solo puntos y líneas'.",1
"En una conversación sobre arte, mencioné las increíbles pinturas de puntos y símbolos de los aborígenes australianos. Alguien comentó: 'Seguro que es algo muy simple porque no tenían muchos materiales para trabajar'.",1
"En una conversación sobre arte, mencioné las intrincadas cestas y tejidos que hacen algunas comunidades nativas americanas. Alguien comentó: 'Eso debe ser fácil de hacer, porque son solo patrones repetitivos'.",1
"En una conversación sobre arte, mencioné los intrincados diseños de tatuajes tradicionales maoríes, el t? moko. Alguien comentó: 'Eso parece solo decoración, ¿no? Seguro no tiene mucho significado'.",1
"En una conversación sobre artes marciales, mencioné que el Muay Thai es un deporte muy complejo y respetado. Alguien comentó: 'Eso es solo pelearse, ¿no? Seguro que no tiene reglas muy claras porque parece más rudo que otras artes marciales'.",1
"En una conversación sobre Colombia, alguien comentó: 'Seguro allá todo es sobre café y montañas, porque no parece haber mucho más'.",1
"En una conversación sobre cultura, alguien comentó: 'Argentina es solo tango, fútbol y carne, seguro no tienen nada más que ofrecer'.",1
